ID,Label,Conditions,Formula
30985,Lower urinary tract infection (cystitis),(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND (((7823 = 6181) OR (7807 = 6147) AND (7648 = 5843 AND (8099 = 6829)))),
30986,Hyperglycemia,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8109 = 6848 AND (40489 = 42125 AND (8099 = 6824) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233))))) OR (40489 = 42126 AND (8099 = 6824) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233))))),
30987,Primary Syphilis,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7955 = 6487 AND (8099 = 6825))),
40165,Scabies,"",
29298,Pyelonephritis,"",
29057,"HIV (exposed, possible, confirmed)","",
29058,Mild/Moderate anemia,"",
29095,Fracture,"",
29059,Suspected malaria,"",
29049,"Eye disease, non-infectious","",
29051,"Skin Condition, non-infectious","",
29052,Influenza,"",
29053,Jaundice,"",
40166,Physiologic rash : transient neonatal pustural melanosis,"",
40309,Concern for congenital syndrome or malformation,"",
29054,Intestinal parasites,"",
29056,"Skin infection, fungal","",
29096,Congenital condition,"",
29042,Hypoglycemia,"",
29043,Road traffic accident,"",
29044,Diarrhea with some dehydration,"",
29045,Neonatal sepsis,"",
29046,Other diagnosis,"",
29060,Diarrhea with no dehydration,"",
29061,Tooth pain,"",
29062,Suspected severe malaria,"",
29063,Typhoid fever,"",
29064,Emergency / danger signs,"",
29065,"Ear infection (otitis), chronic","",
29066,"Ear infection (otitis), acute","",
29067,Dental emergency,"",
29068,Animal bite,"",
29069,Abortion,"",
29070,Convulsions,"",
29081,"Skin infection, non-fungal","",
29072,Non-severe abdominal condition,"",
29073,Mastoiditis,"",
29074,Severe malnutrition,"",
29075,Moderate malnutrition,"",
29076,Conjunctivitis,"",
29077,Hyperglycemia,"",
29078,Dysentery (Bloody diarrhea),"",
29079,"Eye disease, infectious","",
29080,Snake / insect bite,"",
29083,Severe abdominal condition,"",
29084,"Pneumonia, severe","",
29085,"Pneumonia, non-severe","",
29086,Malaria,"",
29087,Measles,"",
29088,Gynaecological disease,"",
29089,Fever without source,"",
29090,STI Genital discharge syndrome,"",
29091,Poisoning - Intoxication,"",
29092,Meningitis,"",
29093,Wound,"",
29395,Pyelonephritis,"",
29098,Burn,"",
29099,Severe anemia,"",
29100,Feeding problem,"",
29101,Schistosomiasis,"",
29102,Prolonged fever,"",
29103,Pelvic Inflammatory disease,"",
29104,Urinary tract infection (UTI),"",
29105,Vitamin A deficiency,"",
29106,Upper respiratory tract infection (URTI) ,"",
29107,Tuberculosis,"",
29108,Physical trauma,"",
30277,WfL z-score (new),"",
29110,Epilepsy,"",
29111,Surgical condition,"",
29112,Schistosomiasis,"",
29113,Sexually transmitted infection (STI),"",
29114,Suspected severe malaria,"",
29115,Measles,"",
29116,Fracture,"",
29117,Jaundice,"",
29118,Snake / insect bite,"",
29119,Suspected malaria,"",
29120,Wound,"",
30988,Pyelonephritis,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND (((7823 = 6181) OR (7807 = 6147) AND (7648 = 5843 AND (8099 = 6829)))),
29121,Tooth pain,"",
30989,Negative HIV,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8468 = 7100 AND (8099 = 6828))),
30990,Possible HIV,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8468 = 7101 AND (8099 = 6828))),
30991,Hypoglycemia,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND (((8434 = 7045)) OR ((7451 = 5519 AND (7569 = 5684 AND (7354 = 5347) OR (7354 = 5348) OR (7354 = 5349) OR (7354 = 5346))) OR (7839 = 6221 AND (7354 = 5345)) OR (7833 = 6204 AND (7354 = 5346) OR (7354 = 5347) OR (7354 = 5348) OR (7354 = 5349)) OR (8434 = 7045 AND (7354 = 5351)) AND (40489 = 42122 AND (8099 = 6824) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233))))) OR (40489 = 42121 AND (8099 = 6824) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233))))),
29123,Diarrhea with severe dehydration,"",
29124,Diarrhea with some dehydration,"",
29125,Dysentery (Bloody diarrhea),"",
30992,Typhoid Fever,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8110 = 6852 AND (8099 = 6822))),
29126,Other diagnosis,"",
29127,Hyperglycemia,"",
29128,Influenza,"",
29129,Epilepsy,"",
29130,Non-severe abdominal condition,"",
29131,Osteomyelitis / septic arthritis,"",
30993,Intestinal parasitic infection: Protozoa,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7782 = 6099 AND (8099 = 6823))),
29132,Pelvic Inflammatory disease,"",
30994,Intestinal parasitic infection: Nematode,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7782 = 6098 AND (8099 = 6823))),
30995,Pneumonia - severe or severe respiratory syndrome,"",
30996,Severe pneumonia or Severe respiratory illness,(8352 = 6924 AND AGE > 1 AND AGE < 60) AND (((7387 = 5416 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763)) OR (7791 = 6117 AND (7600 = 5763) OR (7600 = 5765) OR (7600 = 5764)) OR (7979 = 6558 AND (7791 = 6116 AND (7600 = 5763) OR (7600 = 5765) OR (7600 = 5764))) OR (7978 = 6553 AND (7387 = 5417 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8404 = 7021 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7022 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7020 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7023 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7024 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811)))))) OR ((8032 = 6673) OR (8034 = 6677) OR (8031 = 6671) OR (8029 = 6667) OR (7668 = 5885) OR (7667 = 5883) OR (7674 = 5899) AND (8404 = 7024 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7023 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7022 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7021 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7020 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811)))))) OR (8434 = 7044 AND (8404 = 7024 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7020 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7022 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7021 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7023 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811)))))) OR (8434 = 7045 AND (8404 = 7024 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7020 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7022 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7021 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811))))) OR (8404 = 7023 AND ((8077 = 6765 AND (7516 = 5595)) OR (8068 = 6747 AND (7516 = 5594)) OR (23386 = 27168) OR (7397 = 5436) OR (8388 = 6987) OR (8388 = 6986) OR ((7597 = 5755 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7597 = 5757 AND (7600 = 5764) OR (7600 = 5765) OR (7600 = 5763)) OR (7807 = 6147 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))) AND ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811)))))) OR ((8470 = 7112 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8402 = 7016 AND (8469 = 7108 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) OR (8470 = 7113 AND (8469 = 7102 AND (7600 = 5765) OR (7600 = 5764) OR (7600 = 5763))) AND (8127 = 6888 AND (8094 = 6811)) OR (8094 = 6810) OR (8127 = 6889 AND (8094 = 6811)))),
